0.016246919	-0.0044110194	0.0016214192	-0.013674361	-0.01485293	0.043188784	0.062285125	0.0026799326	-0.11835559	0.08801888	-0.09451415	0.012241243	-0.061505586	0.043543052	0.08248164	0.09634029
0.018646467	0.08656388	0.04766803	0.08544182	0.009901829	0.04137245	0.08693738	0.018217765	-0.19053291	0.10537518	-0.09196491	-0.0028564336	-0.0401989	-0.0049990513	0.06970125	0.16098689
0.07485346	0.012989504	-0.020926028	0.06942195	0.024517156	-0.012955638	0.012407125	-0.0015755005	-0.15669134	0.109875694	-0.1054679	-0.014124005	-0.023147836	-0.05265493	0.102233455	0.15269266
0.05000194	-0.02976253	-0.0066265003	0.06889951	0.10439913	0.071358524	0.06603825	-0.014503698	-0.11860641	0.072851464	-0.07882266	0.022544926	-0.0859807	-0.039735194	0.10950735	0.13664891
0.012420183	-0.03659985	0.0125050545	0.059699737	0.01932303	0.027782897	0.1227263	0.0535903	-0.08411487	0.13451892	-0.111380026	-0.009615398	-0.06930312	0.011553856	0.031514473	0.036879387
-0.034695994	0.0025903909	-0.008557276	0.06327562	-0.0056904824	0.034997113	0.06975378	-0.014032003	-0.18826531	0.084754206	-0.03901456	0.076626524	-0.06707993	0.024862818	0.07583295	0.12351053
0.06802138	0.067403294	0.006752627	0.03203732	0.029783431	0.022177972	0.09037237	-0.04626885	-0.15151271	0.15133187	-0.118357666	-0.055661514	-0.033026714	-0.06117217	0.04836133	0.18345486
0.024919296	0.059189472	0.0069371117	0.07648587	0.069581166	0.047768712	-0.008797024	-0.03443044	-0.23217846	0.064079665	-0.10228735	0.06428287	-0.006185614	0.05330172	0.059229523	0.08105048
-0.0012430317	0.07027373	0.024257874	0.027830131	0.08456591	0.03630014	0.030334208	0.047327965	-0.09536407	0.07225271	-0.020258835	0.038384218	-0.015446502	-0.0017124286	0.05038746	0.1619349
0.054801904	0.05522883	0.038190812	0.096720636	-0.017200334	0.07882263	0.073829874	0.03545994	-0.19107829	0.0693975	0.0013132025	-0.0049908906	-0.04520752	-0.06355468	0.06564615	0.057020754
0.03600727	-0.008081861	0.0014810992	0.048406877	-0.10487551	0.059301216	0.10227475	0.08138989	-0.105658606	0.06579697	-0.08582054	-0.060944304	-0.033015925	0.014547358	0.09112291	0.068894506
-0.0673679	0.0032348176	-0.04960108	0.009979782	0.0030910587	0.12047692	0.04482751	0.028642444	-0.036754616	0.03196972	-0.039665736	-0.083834976	-0.020065188	0.0153137455	0.07282768	0.13211548
